Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C)
-123.26,49.33,POINT ATKINSON,2/10/2023,2023,2,10,10.6,6.1,8.3,9.7
-123.26,49.33,POINT ATKINSON,2/11/2023,2023,2,11,7.4,4.8,6.1,11.9
-123.26,49.33,POINT ATKINSON,2/12/2023,2023,2,12,6.7,5,5.8,12.2
-123.26,49.33,POINT ATKINSON,2/13/2023,2023,2,13,7.4,4,5.7,12.3
-123.26,49.33,POINT ATKINSON,2/14/2023,2023,2,14,6.6,2.3,4.5,13.5
-123.26,49.33,POINT ATKINSON,2/15/2023,2023,2,15,6,2,4,14
-123.26,49.33,POINT ATKINSON,2/16/2023,2023,2,16,6.1,3.6,4.8,13.2
-123.26,49.33,POINT ATKINSON,2/17/2023,2023,2,17,6.5,2.7,4.6,13.4
-123.26,49.33,POINT ATKINSON,2/18/2023,2023,2,18,8.3,4.3,6.3,11.7
-123.26,49.33,POINT ATKINSON,2/19/2023,2023,2,19,7.8,5.4,6.6,11.4
-123.26,49.33,POINT ATKINSON,2/20/2023,2023,2,20,9.7,5.7,7.7,10.3
-123.26,49.33,POINT ATKINSON,2/21/2023,2023,2,21,8.9,2.8,5.9,12.1
-123.26,49.33,POINT ATKINSON,2/22/2023,2023,2,22,4.4,-2.7,0.9,17.1
-123.26,49.33,POINT ATKINSON,2/23/2023,2023,2,23,3.3,-2.7,0.3,17.7
-123.26,49.33,POINT ATKINSON,2/24/2023,2023,2,24,0.3,-3.8,-1.8,19.8
-123.26,49.33,POINT ATKINSON,2/25/2023,2023,2,25,1.4,-1.3,0,18
-123.26,49.33,POINT ATKINSON,2/26/2023,2023,2,26,6.7,0.7,3.7,14.3
-123.26,49.33,POINT ATKINSON,2/27/2023,2023,2,27,4.5,0.6,2.6,15.4
-123.26,49.33,POINT ATKINSON,2/28/2023,2023,2,28,4.4,0.2,2.3,15.7
-123.26,49.33,POINT ATKINSON,3/1/2023,2023,3,1,4.7,1.2,2.9,15.1
-123.26,49.33,POINT ATKINSON,3/2/2023,2023,3,2,8.3,2.8,5.6,12.4
-123.26,49.33,POINT ATKINSON,3/3/2023,2023,3,3,6.4,3.2,4.8,13.2
-123.26,49.33,POINT ATKINSON,3/4/2023,2023,3,4,7.1,2.3,4.7,13.3
-123.26,49.33,POINT ATKINSON,3/5/2023,2023,3,5,8.3,3.1,5.7,12.3
-123.26,49.33,POINT ATKINSON,3/6/2023,2023,3,6,7.7,3.5,5.6,12.4
-123.26,49.33,POINT ATKINSON,3/7/2023,2023,3,7,9.6,3.9,6.8,11.2
-123.26,49.33,POINT ATKINSON,3/8/2023,2023,3,8,10.2,3.2,6.7,11.3
-123.26,49.33,POINT ATKINSON,3/9/2023,2023,3,9,9.5,3.7,6.6,11.4
-123.26,49.33,POINT ATKINSON,3/10/2023,2023,3,10,7.9,5.3,6.6,11.4
-123.26,49.33,POINT ATKINSON,3/11/2023,2023,3,11,8,3.4,5.7,12.3
-123.26,49.33,POINT ATKINSON,3/12/2023,2023,3,12,9.2,5.2,7.2,10.8
-123.26,49.33,POINT ATKINSON,3/13/2023,2023,3,13,10.2,5.4,7.8,10.2
-123.26,49.33,POINT ATKINSON,3/14/2023,2023,3,14,8.3,4.6,6.4,11.6
-123.26,49.33,POINT ATKINSON,3/15/2023,2023,3,15,8.1,4,6.1,11.9
-123.26,49.33,POINT ATKINSON,3/16/2023,2023,3,16,9.7,2.4,6,12
-123.26,49.33,POINT ATKINSON,3/17/2023,2023,3,17,11.8,3.8,7.8,10.2
-123.26,49.33,POINT ATKINSON,3/18/2023,2023,3,18,13.8,6.6,10.2,7.8
-123.26,49.33,POINT ATKINSON,3/19/2023,2023,3,19,11.5,6.3,8.9,9.1
-123.26,49.33,POINT ATKINSON,3/20/2023,2023,3,20,11.9,7.8,9.8,8.2
-123.26,49.33,POINT ATKINSON,3/21/2023,2023,3,21,11.6,7.1,9.3,8.7
-123.26,49.33,POINT ATKINSON,3/22/2023,2023,3,22,12,5.6,8.8,9.2
-123.26,49.33,POINT ATKINSON,3/23/2023,2023,3,23,10,6.1,8,10
-123.26,49.33,POINT ATKINSON,3/24/2023,2023,3,24,7.3,4.1,5.7,12.3
-123.26,49.33,POINT ATKINSON,3/25/2023,2023,3,25,8.5,3.4,5.9,12.1
-123.26,49.33,POINT ATKINSON,3/26/2023,2023,3,26,8.7,3.3,6,12
-123.26,49.33,POINT ATKINSON,3/27/2023,2023,3,27,12.9,4.6,8.8,9.2
-123.26,49.33,POINT ATKINSON,3/28/2023,2023,3,28,14.7,5.6,10.2,7.8
-123.26,49.33,POINT ATKINSON,3/29/2023,2023,3,29,14.6,8.5,11.6,6.4
-123.26,49.33,POINT ATKINSON,3/30/2023,2023,3,30,11.7,5.5,8.6,9.4
-123.26,49.33,POINT ATKINSON,3/31/2023,2023,3,31,8.4,6.3,7.4,10.6
-123.26,49.33,POINT ATKINSON,4/1/2023,2023,4,1,10,4.8,7.4,10.6
-123.26,49.33,POINT ATKINSON,4/2/2023,2023,4,2,6.8,2.5,4.7,13.3
-123.26,49.33,POINT ATKINSON,4/3/2023,2023,4,3,8.5,2.7,5.6,12.4
-123.26,49.33,POINT ATKINSON,4/4/2023,2023,4,4,10,4.3,7.2,10.8
-123.26,49.33,POINT ATKINSON,4/5/2023,2023,4,5,10.1,4.1,7.1,10.9
-123.26,49.33,POINT ATKINSON,4/6/2023,2023,4,6,11.3,6.8,9.1,8.9
-123.26,49.33,POINT ATKINSON,4/7/2023,2023,4,7,13.5,8.6,11,7
-123.26,49.33,POINT ATKINSON,4/8/2023,2023,4,8,10.3,6.7,8.5,9.5
-123.26,49.33,POINT ATKINSON,4/9/2023,2023,4,9,11.2,6.7,9,9
-123.26,49.33,POINT ATKINSON,4/10/2023,2023,4,10,10.1,6.1,8.1,9.9
-123.26,49.33,POINT ATKINSON,4/11/2023,2023,4,11,10.6,5.6,8.1,9.9
-123.26,49.33,POINT ATKINSON,4/12/2023,2023,4,12,10.2,3.8,7,11
-123.26,49.33,POINT ATKINSON,4/13/2023,2023,4,13,9.4,5.9,7.6,10.4
-123.26,49.33,POINT ATKINSON,4/14/2023,2023,4,14,11.2,4,7.6,10.4
-123.26,49.33,POINT ATKINSON,4/15/2023,2023,4,15,10.4,7.7,9,9
-123.26,49.33,POINT ATKINSON,4/16/2023,2023,4,16,10.1,6.6,8.3,9.7
-123.26,49.33,POINT ATKINSON,4/17/2023,2023,4,17,9.6,4.1,6.9,11.1
-123.26,49.33,POINT ATKINSON,4/18/2023,2023,4,18,8,4.8,6.4,11.6
-123.26,49.33,POINT ATKINSON,4/19/2023,2023,4,19,9.8,4.9,7.4,10.6
-123.26,49.33,POINT ATKINSON,4/20/2023,2023,4,20,8.7,5.2,6.9,11.1
-123.26,49.33,POINT ATKINSON,4/21/2023,2023,4,21,10.2,5.3,7.8,10.2
-123.26,49.33,POINT ATKINSON,4/22/2023,2023,4,22,10.7,7.3,9,9
-123.26,49.33,POINT ATKINSON,4/23/2023,2023,4,23,10.4,7.1,8.8,9.2
-123.26,49.33,POINT ATKINSON,4/24/2023,2023,4,24,11.7,6,8.9,9.1
-123.26,49.33,POINT ATKINSON,4/25/2023,2023,4,25,11.8,6.8,9.3,8.7
-123.26,49.33,POINT ATKINSON,4/26/2023,2023,4,26,13.7,8.1,10.9,7.1
-123.26,49.33,POINT ATKINSON,4/27/2023,2023,4,27,14.9,8.1,11.5,6.5
-123.26,49.33,POINT ATKINSON,4/28/2023,2023,4,28,19.4,9,14.2,3.8
-123.26,49.33,POINT ATKINSON,4/29/2023,2023,4,29,21.9,11,16.4,1.6
-123.26,49.33,POINT ATKINSON,4/30/2023,2023,4,30,16.6,11.6,14.1,3.9
-123.26,49.33,POINT ATKINSON,5/1/2023,2023,5,1,15.1,10.5,12.8,5.2
-123.26,49.33,POINT ATKINSON,5/2/2023,2023,5,2,19.5,10.9,15.2,2.8
-123.26,49.33,POINT ATKINSON,5/3/2023,2023,5,3,19.8,13,16.4,1.6
-123.26,49.33,POINT ATKINSON,5/4/2023,2023,5,4,17.8,12,14.9,3.1
-123.26,49.33,POINT ATKINSON,5/5/2023,2023,5,5,12.4,10,11.2,6.8
-123.26,49.33,POINT ATKINSON,5/6/2023,2023,5,6,12.7,10,11.4,6.6
-123.26,49.33,POINT ATKINSON,5/7/2023,2023,5,7,14.9,9.2,12.1,5.9
-123.26,49.33,POINT ATKINSON,5/8/2023,2023,5,8,15.6,8.9,12.3,5.7
-123.26,49.33,POINT ATKINSON,5/9/2023,2023,5,9,14.9,10.5,12.7,5.3
-123.26,49.33,POINT ATKINSON,5/10/2023,2023,5,10,17.5,10.1,13.8,4.2
-123.26,49.33,POINT ATKINSON,5/11/2023,2023,5,11,19.7,11.5,15.6,2.4
-123.26,49.33,POINT ATKINSON,5/12/2023,2023,5,12,24.9,12.1,18.5,0
-123.26,49.33,POINT ATKINSON,5/13/2023,2023,5,13,26.7,13.6,20.1,0
-123.26,49.33,POINT ATKINSON,5/14/2023,2023,5,14,28.6,15.3,21.9,0
-123.26,49.33,POINT ATKINSON,5/15/2023,2023,5,15,24.9,17.3,21.1,0
-123.26,49.33,POINT ATKINSON,5/16/2023,2023,5,16,22,15.9,19,0
-123.26,49.33,POINT ATKINSON,5/17/2023,2023,5,17,21.6,15.1,18.3,0
-123.26,49.33,POINT ATKINSON,5/18/2023,2023,5,18,23.2,16.2,19.7,0
-123.26,49.33,POINT ATKINSON,5/19/2023,2023,5,19,20.7,15.3,18,0
-123.26,49.33,POINT ATKINSON,5/20/2023,2023,5,20,21.2,15.1,18.2,0
-123.26,49.33,POINT ATKINSON,5/21/2023,2023,5,21,18.4,13.1,15.7,2.3
-123.26,49.33,POINT ATKINSON,5/22/2023,2023,5,22,15.2,12.3,13.8,4.2
-123.26,49.33,POINT ATKINSON,5/23/2023,2023,5,23,14.2,12,13.1,4.9
-123.26,49.33,POINT ATKINSON,5/24/2023,2023,5,24,17.8,12.1,14.9,3.1
-123.26,49.33,POINT ATKINSON,5/25/2023,2023,5,25,20.4,13.2,16.8,1.2
-123.26,49.33,POINT ATKINSON,5/26/2023,2023,5,26,21,15.1,18.1,0
-123.26,49.33,POINT ATKINSON,5/27/2023,2023,5,27,18.7,14.7,16.7,1.3
-123.26,49.33,POINT ATKINSON,5/28/2023,2023,5,28,18.2,13.4,15.8,2.2
-123.26,49.33,POINT ATKINSON,5/29/2023,2023,5,29,19,13.5,16.3,1.7
-123.26,49.33,POINT ATKINSON,5/30/2023,2023,5,30,17,11.9,14.4,3.6
-123.26,49.33,POINT ATKINSON,5/31/2023,2023,5,31,16.2,10.9,13.5,4.5
-123.26,49.33,POINT ATKINSON,6/1/2023,2023,6,1,18.3,11.3,14.8,3.2
-123.26,49.33,POINT ATKINSON,6/2/2023,2023,6,2,19.6,12.7,16.2,1.8
-123.26,49.33,POINT ATKINSON,6/3/2023,2023,6,3,20,13.7,16.8,1.2
-123.26,49.33,POINT ATKINSON,6/4/2023,2023,6,4,19.4,13.7,16.6,1.4
-123.26,49.33,POINT ATKINSON,6/5/2023,2023,6,5,20.7,12.5,16.6,1.4
-123.26,49.33,POINT ATKINSON,6/6/2023,2023,6,6,25.3,13.6,19.5,0
-123.26,49.33,POINT ATKINSON,6/7/2023,2023,6,7,26.4,15.1,20.7,0
-123.26,49.33,POINT ATKINSON,6/8/2023,2023,6,8,21.2,15.8,18.5,0
-123.26,49.33,POINT ATKINSON,6/9/2023,2023,6,9,18.8,12.5,15.7,2.3
-123.26,49.33,POINT ATKINSON,6/10/2023,2023,6,10,14.4,12.2,13.3,4.7
-123.26,49.33,POINT ATKINSON,6/11/2023,2023,6,11,21.1,13.6,17.4,0.6
-123.26,49.33,POINT ATKINSON,6/12/2023,2023,6,12,20.7,14.8,17.7,0.3
-123.26,49.33,POINT ATKINSON,6/13/2023,2023,6,13,21.3,14.4,17.9,0.1
-123.26,49.33,POINT ATKINSON,6/14/2023,2023,6,14,17.3,12.4,14.9,3.1
-123.26,49.33,POINT ATKINSON,6/15/2023,2023,6,15,18.3,12.9,15.6,2.4
-123.26,49.33,POINT ATKINSON,6/16/2023,2023,6,16,19.4,15.3,17.4,0.6
-123.26,49.33,POINT ATKINSON,6/17/2023,2023,6,17,18.2,12.9,15.6,2.4
-123.26,49.33,POINT ATKINSON,6/18/2023,2023,6,18,14.9,10.8,12.9,5.1
-123.26,49.33,POINT ATKINSON,6/19/2023,2023,6,19,13.7,10.7,12.2,5.8
-123.26,49.33,POINT ATKINSON,6/20/2023,2023,6,20,15.2,11.8,13.5,4.5
-123.26,49.33,POINT ATKINSON,6/21/2023,2023,6,21,17.8,13.6,15.7,2.3
-123.26,49.33,POINT ATKINSON,6/22/2023,2023,6,22,21.8,13,17.4,0.6
-123.26,49.33,POINT ATKINSON,6/23/2023,2023,6,23,23.4,15.2,19.3,0
-123.26,49.33,POINT ATKINSON,6/24/2023,2023,6,24,19.8,14.4,17.1,0.9
-123.26,49.33,POINT ATKINSON,6/25/2023,2023,6,25,19.5,14.6,17,1
-123.26,49.33,POINT ATKINSON,6/26/2023,2023,6,26,21.8,15.5,18.7,0
-123.26,49.33,POINT ATKINSON,6/27/2023,2023,6,27,21,15.4,18.2,0
-123.26,49.33,POINT ATKINSON,6/28/2023,2023,6,28,22.9,17,20,0
-123.26,49.33,POINT ATKINSON,6/29/2023,2023,6,29,22.4,17.1,19.8,0
-123.26,49.33,POINT ATKINSON,6/30/2023,2023,6,30,23.5,16.6,20,0
-123.26,49.33,POINT ATKINSON,7/1/2023,2023,7,1,20.8,15.7,18.2,0
-123.26,49.33,POINT ATKINSON,7/2/2023,2023,7,2,22.7,15.5,19.1,0
-123.26,49.33,POINT ATKINSON,7/3/2023,2023,7,3,25.2,16.1,20.7,0
-123.26,49.33,POINT ATKINSON,7/4/2023,2023,7,4,25.4,16.7,21.1,0
-123.26,49.33,POINT ATKINSON,7/5/2023,2023,7,5,22.5,17.1,19.8,0
-123.26,49.33,POINT ATKINSON,7/6/2023,2023,7,6,23.8,17,20.4,0
-123.26,49.33,POINT ATKINSON,7/7/2023,2023,7,7,22,16.9,19.4,0
-123.26,49.33,POINT ATKINSON,7/8/2023,2023,7,8,20.3,16.6,18.4,0
-123.26,49.33,POINT ATKINSON,7/9/2023,2023,7,9,22.6,16.2,19.4,0
-123.26,49.33,POINT ATKINSON,7/10/2023,2023,7,10,19.2,15.5,17.3,0.7
-123.26,49.33,POINT ATKINSON,7/11/2023,2023,7,11,20.3,16.6,18.5,0
-123.26,49.33,POINT ATKINSON,7/12/2023,2023,7,12,22.6,16.6,19.6,0
-123.26,49.33,POINT ATKINSON,7/13/2023,2023,7,13,23.8,16.7,20.3,0
-123.26,49.33,POINT ATKINSON,7/14/2023,2023,7,14,26.5,17.4,22,0
-123.26,49.33,POINT ATKINSON,7/15/2023,2023,7,15,26.7,18.2,22.5,0
-123.26,49.33,POINT ATKINSON,7/16/2023,2023,7,16,24.9,17.8,21.4,0
-123.26,49.33,POINT ATKINSON,7/17/2023,2023,7,17,22.8,17.3,20.1,0
-123.26,49.33,POINT ATKINSON,7/18/2023,2023,7,18,22.3,15.8,19,0
-123.26,49.33,POINT ATKINSON,7/19/2023,2023,7,19,25.1,18,21.6,0
-123.26,49.33,POINT ATKINSON,7/20/2023,2023,7,20,26.6,19.6,23.1,0
-123.26,49.33,POINT ATKINSON,7/21/2023,2023,7,21,23.5,17.8,20.6,0
-123.26,49.33,POINT ATKINSON,7/22/2023,2023,7,22,23.9,18.5,21.2,0
-123.26,49.33,POINT ATKINSON,7/23/2023,2023,7,23,22.7,17.7,20.2,0
-123.26,49.33,POINT ATKINSON,7/24/2023,2023,7,24,21,13.8,17.4,0.6
-123.26,49.33,POINT ATKINSON,7/25/2023,2023,7,25,20,14.5,17.2,0.8
-123.26,49.33,POINT ATKINSON,7/26/2023,2023,7,26,21.2,15.1,18.1,0
-123.26,49.33,POINT ATKINSON,7/27/2023,2023,7,27,22.8,16,19.4,0
-123.26,49.33,POINT ATKINSON,7/28/2023,2023,7,28,22.6,17.1,19.8,0
-123.26,49.33,POINT ATKINSON,7/29/2023,2023,7,29,23.1,17.1,20.1,0
-123.26,49.33,POINT ATKINSON,7/30/2023,2023,7,30,20.9,15.9,18.4,0
-123.26,49.33,POINT ATKINSON,7/31/2023,2023,7,31,22,15.7,18.9,0
-123.26,49.33,POINT ATKINSON,8/1/2023,2023,8,1,22.7,16.3,19.5,0
-123.26,49.33,POINT ATKINSON,8/2/2023,2023,8,2,21.8,16.9,19.4,0
-123.26,49.33,POINT ATKINSON,8/3/2023,2023,8,3,23.7,16.8,20.3,0
-123.26,49.33,POINT ATKINSON,8/4/2023,2023,8,4,23.9,17.8,20.9,0
-123.26,49.33,POINT ATKINSON,8/5/2023,2023,8,5,22.2,18.3,20.3,0
-123.26,49.33,POINT ATKINSON,8/6/2023,2023,8,6,21.6,18.2,19.9,0
-123.26,49.33,POINT ATKINSON,8/7/2023,2023,8,7,22.8,18.5,20.7,0
-123.26,49.33,POINT ATKINSON,8/8/2023,2023,8,8,21.2,18.2,19.7,0
-123.26,49.33,POINT ATKINSON,8/9/2023,2023,8,9,20.4,16.7,18.6,0
-123.26,49.33,POINT ATKINSON,8/10/2023,2023,8,10,21.5,16.2,18.8,0
-123.26,49.33,POINT ATKINSON,8/11/2023,2023,8,11,21.7,15.8,18.8,0
-123.26,49.33,POINT ATKINSON,8/12/2023,2023,8,12,24,18.6,21.3,0
-123.26,49.33,POINT ATKINSON,8/13/2023,2023,8,13,27.7,19,23.4,0
-123.26,49.33,POINT ATKINSON,8/14/2023,2023,8,14,25.7,18.9,22.3,0
-123.26,49.33,POINT ATKINSON,8/15/2023,2023,8,15,25.6,18.1,21.8,0
-123.26,49.33,POINT ATKINSON,8/16/2023,2023,8,16,24.6,17.2,20.9,0
-123.26,49.33,POINT ATKINSON,8/17/2023,2023,8,17,23.2,17.3,20.3,0
-123.26,49.33,POINT ATKINSON,8/18/2023,2023,8,18,21.8,14.3,18,0
-123.26,49.33,POINT ATKINSON,8/19/2023,2023,8,19,20.9,14.5,17.7,0.3
-123.26,49.33,POINT ATKINSON,8/20/2023,2023,8,20,19.5,14.7,17.1,0.9
-123.26,49.33,POINT ATKINSON,8/21/2023,2023,8,21,19.5,14.1,16.8,1.2
-123.26,49.33,POINT ATKINSON,8/22/2023,2023,8,22,18.9,14.6,16.7,1.3
-123.26,49.33,POINT ATKINSON,8/23/2023,2023,8,23,18.6,14.5,16.6,1.4
-123.26,49.33,POINT ATKINSON,8/24/2023,2023,8,24,21.7,14.1,17.9,0.1
-123.26,49.33,POINT ATKINSON,8/25/2023,2023,8,25,22.4,16.5,19.4,0
-123.26,49.33,POINT ATKINSON,8/26/2023,2023,8,26,25,15.6,20.3,0
-123.26,49.33,POINT ATKINSON,8/27/2023,2023,8,27,24.3,17,20.6,0
-123.26,49.33,POINT ATKINSON,8/28/2023,2023,8,28,21.9,17.4,19.6,0
-123.26,49.33,POINT ATKINSON,8/29/2023,2023,8,29,18.2,14.8,16.5,1.5
-123.26,49.33,POINT ATKINSON,8/30/2023,2023,8,30,20.5,14.8,17.7,0.3
-123.26,49.33,POINT ATKINSON,8/31/2023,2023,8,31,19.1,14.9,17,1
-123.26,49.33,POINT ATKINSON,9/1/2023,2023,9,1,20.3,14.7,17.5,0.5
-123.26,49.33,POINT ATKINSON,9/2/2023,2023,9,2,20.2,15.4,17.8,0.2
-123.26,49.33,POINT ATKINSON,9/3/2023,2023,9,3,18.2,14.9,16.6,1.4
-123.26,49.33,POINT ATKINSON,9/4/2023,2023,9,4,17.7,14.4,16.1,1.9
-123.26,49.33,POINT ATKINSON,9/5/2023,2023,9,5,18.1,15.1,16.6,1.4
-123.26,49.33,POINT ATKINSON,9/6/2023,2023,9,6,17.2,13.9,15.6,2.4
-123.26,49.33,POINT ATKINSON,9/7/2023,2023,9,7,19.2,14.7,16.9,1.1
-123.26,49.33,POINT ATKINSON,9/8/2023,2023,9,8,18.3,14,16.1,1.9
-123.26,49.33,POINT ATKINSON,9/9/2023,2023,9,9,20.7,14.5,17.6,0.4
-123.26,49.33,POINT ATKINSON,9/10/2023,2023,9,10,23.4,15.9,19.6,0
-123.26,49.33,POINT ATKINSON,9/11/2023,2023,9,11,20,16.3,18.1,0
-123.26,49.33,POINT ATKINSON,9/12/2023,2023,9,12,17.8,14.8,16.3,1.7
-123.26,49.33,POINT ATKINSON,9/13/2023,2023,9,13,18.9,14.8,16.9,1.1
-123.26,49.33,POINT ATKINSON,9/14/2023,2023,9,14,18.9,13.6,16.3,1.7
-123.26,49.33,POINT ATKINSON,9/15/2023,2023,9,15,23.2,13.5,18.4,0
-123.26,49.33,POINT ATKINSON,9/16/2023,2023,9,16,20.6,13.6,17.1,0.9
-123.26,49.33,POINT ATKINSON,9/17/2023,2023,9,17,17.8,14.2,16,2
-123.26,49.33,POINT ATKINSON,9/18/2023,2023,9,18,17.6,14,15.8,2.2
-123.26,49.33,POINT ATKINSON,9/19/2023,2023,9,19,15.4,11.5,13.4,4.6
-123.26,49.33,POINT ATKINSON,9/20/2023,2023,9,20,16.4,11.2,13.8,4.2
-123.26,49.33,POINT ATKINSON,9/21/2023,2023,9,21,20.1,11.9,16,2
-123.26,49.33,POINT ATKINSON,9/22/2023,2023,9,22,19.2,11.9,15.5,2.5
-123.26,49.33,POINT ATKINSON,9/23/2023,2023,9,23,19.3,13.2,16.3,1.7
-123.26,49.33,POINT ATKINSON,9/24/2023,2023,9,24,18.6,10.9,14.8,3.2
-123.26,49.33,POINT ATKINSON,9/25/2023,2023,9,25,17,14,15.5,2.5
-123.26,49.33,POINT ATKINSON,9/26/2023,2023,9,26,15.6,13.1,14.3,3.7
-123.26,49.33,POINT ATKINSON,9/27/2023,2023,9,27,14.4,11.4,12.9,5.1
-123.26,49.33,POINT ATKINSON,9/28/2023,2023,9,28,14.5,10.9,12.7,5.3
-123.26,49.33,POINT ATKINSON,9/29/2023,2023,9,29,13.8,9.9,11.9,6.1
-123.26,49.33,POINT ATKINSON,9/30/2023,2023,9,30,15.2,9.9,12.6,5.4
-123.26,49.33,POINT ATKINSON,10/1/2023,2023,10,1,13.6,9.6,11.6,6.4
-123.26,49.33,POINT ATKINSON,10/2/2023,2023,10,2,13.2,11.5,12.4,5.6
-123.26,49.33,POINT ATKINSON,10/3/2023,2023,10,3,14.8,10.1,12.4,5.6
-123.26,49.33,POINT ATKINSON,10/4/2023,2023,10,4,14.4,12.3,13.3,4.7
-123.26,49.33,POINT ATKINSON,10/5/2023,2023,10,5,16.5,12.6,14.5,3.5
-123.26,49.33,POINT ATKINSON,10/6/2023,2023,10,6,17.1,11.6,14.4,3.6
-123.26,49.33,POINT ATKINSON,10/7/2023,2023,10,7,19.1,12.1,15.6,2.4
-123.26,49.33,POINT ATKINSON,10/8/2023,2023,10,8,18.9,13.9,16.4,1.6
-123.26,49.33,POINT ATKINSON,10/9/2023,2023,10,9,18.6,13.6,16.1,1.9
-123.26,49.33,POINT ATKINSON,10/10/2023,2023,10,10,14.7,11.6,13.2,4.8
-123.26,49.33,POINT ATKINSON,10/11/2023,2023,10,11,15.9,12.2,14.1,3.9
-123.26,49.33,POINT ATKINSON,10/12/2023,2023,10,12,13.9,10.2,12,6
-123.26,49.33,POINT ATKINSON,10/13/2023,2023,10,13,18.3,10.7,14.5,3.5
-123.26,49.33,POINT ATKINSON,10/14/2023,2023,10,14,16.5,13,14.8,3.2
-123.26,49.33,POINT ATKINSON,10/15/2023,2023,10,15,17.7,13.4,15.5,2.5
-123.26,49.33,POINT ATKINSON,10/16/2023,2023,10,16,16.6,12.4,14.5,3.5
